"Landshlutar","Aldur","Ár","Kyn","Mannfjöldi eftir landshlutum, kyni og aldri 1. janúar 1998-2023"
"Vestfirðir","Alls","2014","Kynsegin/annað",0
"Vestfirðir","Alls","2015","Alls",6970
"Vestfirðir","Alls","2015","Karlar",3555
"Vestfirðir","Alls","2015","Konur",3415
"Vestfirðir","Alls","2015","Kynsegin/annað",0
"Vestfirðir","Alls","2016","Alls",6883
"Vestfirðir","Alls","2016","Karlar",3533
"Vestfirðir","Alls","2016","Konur",3350
"Vestfirðir","Alls","2016","Kynsegin/annað",0
"Vestfirðir","Alls","2017","Alls",6870
"Vestfirðir","Alls","2017","Karlar",3545
"Vestfirðir","Alls","2017","Konur",3325
"Vestfirðir","Alls","2017","Kynsegin/annað",0
"Vestfirðir","Alls","2018","Alls",6994
"Vestfirðir","Alls","2018","Karlar",3641
"Vestfirðir","Alls","2018","Konur",3353
"Vestfirðir","Alls","2018","Kynsegin/annað",0
"Vestfirðir","Alls","2019","Alls",7063
"Vestfirðir","Alls","2019","Karlar",3678
"Vestfirðir","Alls","2019","Konur",3385
"Vestfirðir","Alls","2019","Kynsegin/annað",0
"Vestfirðir","Alls","2020","Alls",7115
"Vestfirðir","Alls","2020","Karlar",3720
"Vestfirðir","Alls","2020","Konur",3395
"Vestfirðir","Alls","2020","Kynsegin/annað",0
"Vestfirðir","Alls","2021","Alls",7108
"Vestfirðir","Alls","2021","Karlar",3705
"Vestfirðir","Alls","2021","Konur",3403
"Vestfirðir","Alls","2021","Kynsegin/annað",0
"Vestfirðir","Alls","2022","Alls",7205
"Vestfirðir","Alls","2022","Karlar",3754
"Vestfirðir","Alls","2022","Konur",3450
"Vestfirðir","Alls","2022","Kynsegin/annað",1
"Vestfirðir","Alls","2023","Alls",7379
"Vestfirðir","Alls","2023","Karlar",3874
"Vestfirðir","Alls","2023","Konur",3503
"Vestfirðir","Alls","2023","Kynsegin/annað",2
"Norðurland vestra","Alls","1998","Alls",8252
"Norðurland vestra","Alls","1998","Karlar",4235
"Norðurland vestra","Alls","1998","Konur",4017
"Norðurland vestra","Alls","1998","Kynsegin/annað",0
"Norðurland vestra","Alls","1999","Alls",8086
"Norðurland vestra","Alls","1999","Karlar",4171
"Norðurland vestra","Alls","1999","Konur",3915
"Norðurland vestra","Alls","1999","Kynsegin/annað",0
"Norðurland vestra","Alls","2000","Alls",7970
"Norðurland vestra","Alls","2000","Karlar",4094
"Norðurland vestra","Alls","2000","Konur",3876
"Norðurland vestra","Alls","2000","Kynsegin/annað",0
"Norðurland vestra","Alls","2001","Alls",7960
"Norðurland vestra","Alls","2001","Karlar",4102
"Norðurland vestra","Alls","2001","Konur",3858
"Norðurland vestra","Alls","2001","Kynsegin/annað",0
"Norðurland vestra","Alls","2002","Alls",7900
"Norðurland vestra","Alls","2002","Karlar",4058
"Norðurland vestra","Alls","2002","Konur",3842
"Norðurland vestra","Alls","2002","Kynsegin/annað",0
"Norðurland vestra","Alls","2003","Alls",7859
"Norðurland vestra","Alls","2003","Karlar",4011
"Norðurland vestra","Alls","2003","Konur",3848
"Norðurland vestra","Alls","2003","Kynsegin/annað",0
"Norðurland vestra","Alls","2004","Alls",7812
"Norðurland vestra","Alls","2004","Karlar",3980
"Norðurland vestra","Alls","2004","Konur",3832
"Norðurland vestra","Alls","2004","Kynsegin/annað",0
"Norðurland vestra","Alls","2005","Alls",7699
"Norðurland vestra","Alls","2005","Karlar",3923
"Norðurland vestra","Alls","2005","Konur",3776
"Norðurland vestra","Alls","2005","Kynsegin/annað",0
"Norðurland vestra","Alls","2006","Alls",7623
"Norðurland vestra","Alls","2006","Karlar",3894
"Norðurland vestra","Alls","2006","Konur",3729
"Norðurland vestra","Alls","2006","Kynsegin/annað",0
"Norðurland vestra","Alls","2007","Alls",7557
"Norðurland vestra","Alls","2007","Karlar",3863
"Norðurland vestra","Alls","2007","Konur",3694
"Norðurland vestra","Alls","2007","Kynsegin/annað",0
"Norðurland vestra","Alls","2008","Alls",7482
"Norðurland vestra","Alls","2008","Karlar",3835
"Norðurland vestra","Alls","2008","Konur",3647
"Norðurland vestra","Alls","2008","Kynsegin/annað",0
"Norðurland vestra","Alls","2009","Alls",7499
"Norðurland vestra","Alls","2009","Karlar",3837
"Norðurland vestra","Alls","2009","Konur",3662
"Norðurland vestra","Alls","2009","Kynsegin/annað",0
"Norðurland vestra","Alls","2010","Alls",7490
"Norðurland vestra","Alls","2010","Karlar",3813
"Norðurland vestra","Alls","2010","Konur",3677
"Norðurland vestra","Alls","2010","Kynsegin/annað",0
"Norðurland vestra","Alls","2011","Alls",7493
"Norðurland vestra","Alls","2011","Karlar",3803
"Norðurland vestra","Alls","2011","Konur",3690
"Norðurland vestra","Alls","2011","Kynsegin/annað",0
"Norðurland vestra","Alls","2012","Alls",7299
"Norðurland vestra","Alls","2012","Karlar",3705
"Norðurland vestra","Alls","2012","Konur",3594
"Norðurland vestra","Alls","2012","Kynsegin/annað",0
"Norðurland vestra","Alls","2013","Alls",7271
"Norðurland vestra","Alls","2013","Karlar",3673
"Norðurland vestra","Alls","2013","Konur",3598
"Norðurland vestra","Alls","2013","Kynsegin/annað",0
"Norðurland vestra","Alls","2014","Alls",7245
"Norðurland vestra","Alls","2014","Karlar",3664
"Norðurland vestra","Alls","2014","Konur",3581
"Norðurland vestra","Alls","2014","Kynsegin/annað",0
"Norðurland vestra","Alls","2015","Alls",7137
"Norðurland vestra","Alls","2015","Karlar",3619
"Norðurland vestra","Alls","2015","Konur",3518
"Norðurland vestra","Alls","2015","Kynsegin/annað",0
"Norðurland vestra","Alls","2016","Alls",7128
"Norðurland vestra","Alls","2016","Karlar",3595
"Norðurland vestra","Alls","2016","Konur",3533
"Norðurland vestra","Alls","2016","Kynsegin/annað",0
"Norðurland vestra","Alls","2017","Alls",7156
"Norðurland vestra","Alls","2017","Karlar",3591
"Norðurland vestra","Alls","2017","Konur",3565
"Norðurland vestra","Alls","2017","Kynsegin/annað",0
"Norðurland vestra","Alls","2018","Alls",7195
"Norðurland vestra","Alls","2018","Karlar",3607
"Norðurland vestra","Alls","2018","Konur",3588
"Norðurland vestra","Alls","2018","Kynsegin/annað",0
"Norðurland vestra","Alls","2019","Alls",7227
"Norðurland vestra","Alls","2019","Karlar",3653
"Norðurland vestra","Alls","2019","Konur",3574
"Norðurland vestra","Alls","2019","Kynsegin/annað",0
"Norðurland vestra","Alls","2020","Alls",7322
"Norðurland vestra","Alls","2020","Karlar",3715
"Norðurland vestra","Alls","2020","Konur",3607
"Norðurland vestra","Alls","2020","Kynsegin/annað",0
"Norðurland vestra","Alls","2021","Alls",7400
"Norðurland vestra","Alls","2021","Karlar",3771
"Norðurland vestra","Alls","2021","Konur",3629
"Norðurland vestra","Alls","2021","Kynsegin/annað",0
"Norðurland vestra","Alls","2022","Alls",7405
"Norðurland vestra","Alls","2022","Karlar",3769
"Norðurland vestra","Alls","2022","Konur",3636
"Norðurland vestra","Alls","2022","Kynsegin/annað",0
"Norðurland vestra","Alls","2023","Alls",7432
"Norðurland vestra","Alls","2023","Karlar",3772
"Norðurland vestra","Alls","2023","Konur",3659
"Norðurland vestra","Alls","2023","Kynsegin/annað",1
"Norðurland eystra","Alls","1998","Alls",28417
"Norðurland eystra","Alls","1998","Karlar",14410
"Norðurland eystra","Alls","1998","Konur",14007
"Norðurland eystra","Alls","1998","Kynsegin/annað",0
"Norðurland eystra","Alls","1999","Alls",28237
"Norðurland eystra","Alls","1999","Karlar",14292
"Norðurland eystra","Alls","1999","Konur",13945
"Norðurland eystra","Alls","1999","Kynsegin/annað",0
"Norðurland eystra","Alls","2000","Alls",28082
"Norðurland eystra","Alls","2000","Karlar",14213
"Norðurland eystra","Alls","2000","Konur",13869
"Norðurland eystra","Alls","2000","Kynsegin/annað",0
"Norðurland eystra","Alls","2001","Alls",28205
"Norðurland eystra","Alls","2001","Karlar",14303
"Norðurland eystra","Alls","2001","Konur",13902
"Norðurland eystra","Alls","2001","Kynsegin/annað",0
"Norðurland eystra","Alls","2002","Alls",28280
"Norðurland eystra","Alls","2002","Karlar",14314
"Norðurland eystra","Alls","2002","Konur",13966
"Norðurland eystra","Alls","2002","Kynsegin/annað",0
"Norðurland eystra","Alls","2003","Alls",28372
"Norðurland eystra","Alls","2003","Karlar",14335
"Norðurland eystra","Alls","2003","Konur",14037
"Norðurland eystra","Alls","2003","Kynsegin/annað",0
"Norðurland eystra","Alls","2004","Alls",28402
"Norðurland eystra","Alls","2004","Karlar",14329
"Norðurland eystra","Alls","2004","Konur",14073
"Norðurland eystra","Alls","2004","Kynsegin/annað",0
"Norðurland eystra","Alls","2005","Alls",28422
"Norðurland eystra","Alls","2005","Karlar",14321
"Norðurland eystra","Alls","2005","Konur",14101
"Norðurland eystra","Alls","2005","Kynsegin/annað",0
"Norðurland eystra","Alls","2006","Alls",28494
"Norðurland eystra","Alls","2006","Karlar",14321
"Norðurland eystra","Alls","2006","Konur",14173
"Norðurland eystra","Alls","2006","Kynsegin/annað",0
"Norðurland eystra","Alls","2007","Alls",28561
"Norðurland eystra","Alls","2007","Karlar",14364
"Norðurland eystra","Alls","2007","Konur",14197
"Norðurland eystra","Alls","2007","Kynsegin/annað",0
"Norðurland eystra","Alls","2008","Alls",28902
"Norðurland eystra","Alls","2008","Karlar",14571
"Norðurland eystra","Alls","2008","Konur",14331
"Norðurland eystra","Alls","2008","Kynsegin/annað",0
"Norðurland eystra","Alls","2009","Alls",29081
"Norðurland eystra","Alls","2009","Karlar",14699
"Norðurland eystra","Alls","2009","Konur",14382
"Norðurland eystra","Alls","2009","Kynsegin/annað",0
"Norðurland eystra","Alls","2010","Alls",28900
"Norðurland eystra","Alls","2010","Karlar",14504
"Norðurland eystra","Alls","2010","Konur",14396
"Norðurland eystra","Alls","2010","Kynsegin/annað",0
"Norðurland eystra","Alls","2011","Alls",29006
"Norðurland eystra","Alls","2011","Karlar",14536
"Norðurland eystra","Alls","2011","Konur",14470
"Norðurland eystra","Alls","2011","Kynsegin/annað",0
"Norðurland eystra","Alls","2012","Alls",29018
"Norðurland eystra","Alls","2012","Karlar",14523
"Norðurland eystra","Alls","2012","Konur",14495
"Norðurland eystra","Alls","2012","Kynsegin/annað",0
"Norðurland eystra","Alls","2013","Alls",29026
"Norðurland eystra","Alls","2013","Karlar",14549
"Norðurland eystra","Alls","2013","Konur",14477
"Norðurland eystra","Alls","2013","Kynsegin/annað",0
"Norðurland eystra","Alls","2014","Alls",29091
"Norðurland eystra","Alls","2014","Karlar",14571
"Norðurland eystra","Alls","2014","Konur",14520
"Norðurland eystra","Alls","2014","Kynsegin/annað",0
"Norðurland eystra","Alls","2015","Alls",29257
"Norðurland eystra","Alls","2015","Karlar",14674
"Norðurland eystra","Alls","2015","Konur",14583
"Norðurland eystra","Alls","2015","Kynsegin/annað",0
"Norðurland eystra","Alls","2016","Alls",29361
"Norðurland eystra","Alls","2016","Karlar",14748
"Norðurland eystra","Alls","2016","Konur",14613
"Norðurland eystra","Alls","2016","Kynsegin/annað",0
"Norðurland eystra","Alls","2017","Alls",29685
"Norðurland eystra","Alls","2017","Karlar",15081
"Norðurland eystra","Alls","2017","Konur",14604
"Norðurland eystra","Alls","2017","Kynsegin/annað",0
"Norðurland eystra","Alls","2018","Alls",30453
"Norðurland eystra","Alls","2018","Karlar",15640
"Norðurland eystra","Alls","2018","Konur",14813
"Norðurland eystra","Alls","2018","Kynsegin/annað",0
"Norðurland eystra","Alls","2019","Alls",30445
"Norðurland eystra","Alls","2019","Karlar",15495
"Norðurland eystra","Alls","2019","Konur",14950
"Norðurland eystra","Alls","2019","Kynsegin/annað",0
"Norðurland eystra","Alls","2020","Alls",30600
"Norðurland eystra","Alls","2020","Karlar",15566
"Norðurland eystra","Alls","2020","Konur",15034
"Norðurland eystra","Alls","2020","Kynsegin/annað",0
"Norðurland eystra","Alls","2021","Alls",30613
"Norðurland eystra","Alls","2021","Karlar",15521
"Norðurland eystra","Alls","2021","Konur",15092
"Norðurland eystra","Alls","2021","Kynsegin/annað",0
"Norðurland eystra","Alls","2022","Alls",31161
"Norðurland eystra","Alls","2022","Karlar",15811
"Norðurland eystra","Alls","2022","Konur",15342
"Norðurland eystra","Alls","2022","Kynsegin/annað",8
"Norðurland eystra","Alls","2023","Alls",31792
"Norðurland eystra","Alls","2023","Karlar",16161
"Norðurland eystra","Alls","2023","Konur",15619
"Norðurland eystra","Alls","2023","Kynsegin/annað",12
"Austurland","Alls","1998","Alls",9946
"Austurland","Alls","1998","Karlar",5136
"Austurland","Alls","1998","Konur",4810
"Austurland","Alls","1998","Kynsegin/annað",0
"Austurland","Alls","1999","Alls",9707
"Austurland","Alls","1999","Karlar",5013
"Austurland","Alls","1999","Konur",4694
"Austurland","Alls","1999","Kynsegin/annað",0
"Austurland","Alls","2000","Alls",9568
"Austurland","Alls","2000","Karlar",4918
"Austurland","Alls","2000","Konur",4650
"Austurland","Alls","2000","Kynsegin/annað",0
"Austurland","Alls","2001","Alls",9408
"Austurland","Alls","2001","Karlar",4850
"Austurland","Alls","2001","Konur",4558
"Austurland","Alls","2001","Kynsegin/annað",0
"Austurland","Alls","2002","Alls",9325
"Austurland","Alls","2002","Karlar",4816
"Austurland","Alls","2002","Konur",4509
"Austurland","Alls","2002","Kynsegin/annað",0
"Austurland","Alls","2003","Alls",9280
"Austurland","Alls","2003","Karlar",4804
"Austurland","Alls","2003","Konur",4476
"Austurland","Alls","2003","Kynsegin/annað",0
"Austurland","Alls","2004","Alls",9453
"Austurland","Alls","2004","Karlar",4933
"Austurland","Alls","2004","Konur",4520
"Austurland","Alls","2004","Kynsegin/annað",0
"Austurland","Alls","2005","Alls",10073
"Austurland","Alls","2005","Karlar",5497
"Austurland","Alls","2005","Konur",4576
"Austurland","Alls","2005","Kynsegin/annað",0
"Austurland","Alls","2006","Alls",11516
"Austurland","Alls","2006","Karlar",6768
"Austurland","Alls","2006","Konur",4748
"Austurland","Alls","2006","Kynsegin/annað",0
"Austurland","Alls","2007","Alls",13185
"Austurland","Alls","2007","Karlar",8298
"Austurland","Alls","2007","Konur",4887
"Austurland","Alls","2007","Kynsegin/annað",0
"Austurland","Alls","2008","Alls",11877
"Austurland","Alls","2008","Karlar",6900
"Austurland","Alls","2008","Konur",4977
"Austurland","Alls","2008","Kynsegin/annað",0
"Austurland","Alls","2009","Alls",10737
"Austurland","Alls","2009","Karlar",5841
"Austurland","Alls","2009","Konur",4896
"Austurland","Alls","2009","Kynsegin/annað",0
"Austurland","Alls","2010","Alls",10373
"Austurland","Alls","2010","Karlar",5515
"Austurland","Alls","2010","Konur",4858
"Austurland","Alls","2010","Kynsegin/annað",0
"Austurland","Alls","2011","Alls",10187
"Austurland","Alls","2011","Karlar",5406
"Austurland","Alls","2011","Konur",4781
"Austurland","Alls","2011","Kynsegin/annað",0
"Austurland","Alls","2012","Alls",10213
"Austurland","Alls","2012","Karlar",5390
"Austurland","Alls","2012","Konur",4823
"Austurland","Alls","2012","Kynsegin/annað",0
"Austurland","Alls","2013","Alls",10268
"Austurland","Alls","2013","Karlar",5425
"Austurland","Alls","2013","Konur",4843
"Austurland","Alls","2013","Kynsegin/annað",0
"Austurland","Alls","2014","Alls",10357
"Austurland","Alls","2014","Karlar",5456
"Austurland","Alls","2014","Konur",4901
"Austurland","Alls","2014","Kynsegin/annað",0
"Austurland","Alls","2015","Alls",10346
"Austurland","Alls","2015","Karlar",5441
"Austurland","Alls","2015","Konur",4905
"Austurland","Alls","2015","Kynsegin/annað",0
"Austurland","Alls","2016","Alls",10281
"Austurland","Alls","2016","Karlar",5412
"Austurland","Alls","2016","Konur",4869
"Austurland","Alls","2016","Kynsegin/annað",0
"Austurland","Alls","2017","Alls",10310
"Austurland","Alls","2017","Karlar",5434
"Austurland","Alls","2017","Konur",4876
"Austurland","Alls","2017","Kynsegin/annað",0
"Austurland","Alls","2018","Alls",10485
"Austurland","Alls","2018","Karlar",5490
"Austurland","Alls","2018","Konur",4995
"Austurland","Alls","2018","Kynsegin/annað",0
"Austurland","Alls","2019","Alls",10670
"Austurland","Alls","2019","Karlar",5590
"Austurland","Alls","2019","Konur",5080
"Austurland","Alls","2019","Kynsegin/annað",0
"Austurland","Alls","2020","Alls",10739
"Austurland","Alls","2020","Karlar",5649
"Austurland","Alls","2020","Konur",5090
"Austurland","Alls","2020","Kynsegin/annað",0
"Austurland","Alls","2021","Alls",10850
"Austurland","Alls","2021","Karlar",5706
"Austurland","Alls","2021","Konur",5144
"Austurland","Alls","2021","Kynsegin/annað",0
"Austurland","Alls","2022","Alls",11031
"Austurland","Alls","2022","Karlar",5835
"Austurland","Alls","2022","Konur",5195
"Austurland","Alls","2022","Kynsegin/annað",1
"Austurland","Alls","2023","Alls",11227
"Austurland","Alls","2023","Karlar",5959
"Austurland","Alls","2023","Konur",5264
"Austurland","Alls","2023","Kynsegin/annað",4
"Suðurland","Alls","1998","Alls",22965
"Suðurland","Alls","1998","Karlar",11962
"Suðurland","Alls","1998","Konur",11003
"Suðurland","Alls","1998","Kynsegin/annað",0
"Suðurland","Alls","1999","Alls",23026
"Suðurland","Alls","1999","Karlar",12020
"Suðurland","Alls","1999","Konur",11006
"Suðurland","Alls","1999","Kynsegin/annað",0
"Suðurland","Alls","2000","Alls",23250
"Suðurland","Alls","2000","Karlar",12117
"Suðurland","Alls","2000","Konur",11133
"Suðurland","Alls","2000","Kynsegin/annað",0
"Suðurland","Alls","2001","Alls",23493
"Suðurland","Alls","2001","Karlar",12231
"Suðurland","Alls","2001","Konur",11262
"Suðurland","Alls","2001","Kynsegin/annað",0
"Suðurland","Alls","2002","Alls",23657
"Suðurland","Alls","2002","Karlar",12284
"Suðurland","Alls","2002","Konur",11373
"Suðurland","Alls","2002","Kynsegin/annað",0
"Suðurland","Alls","2003","Alls",23829
"Suðurland","Alls","2003","Karlar",12355
"Suðurland","Alls","2003","Konur",11474
"Suðurland","Alls","2003","Kynsegin/annað",0
"Suðurland","Alls","2004","Alls",23859
"Suðurland","Alls","2004","Karlar",12343
"Suðurland","Alls","2004","Konur",11516
"Suðurland","Alls","2004","Kynsegin/annað",0
"Suðurland","Alls","2005","Alls",24010
"Suðurland","Alls","2005","Karlar",12401
"Suðurland","Alls","2005","Konur",11609
"Suðurland","Alls","2005","Kynsegin/annað",0
"Suðurland","Alls","2006","Alls",24594
"Suðurland","Alls","2006","Karlar",12706
"Suðurland","Alls","2006","Konur",11888
"Suðurland","Alls","2006","Kynsegin/annað",0
"Suðurland","Alls","2007","Alls",25148
"Suðurland","Alls","2007","Karlar",13016
"Suðurland","Alls","2007","Konur",12132
"Suðurland","Alls","2007","Kynsegin/annað",0
"Suðurland","Alls","2008","Alls",25787
"Suðurland","Alls","2008","Karlar",13418
"Suðurland","Alls","2008","Konur",12369
"Suðurland","Alls","2008","Kynsegin/annað",0
"Suðurland","Alls","2009","Alls",26262
"Suðurland","Alls","2009","Karlar",13643
"Suðurland","Alls","2009","Konur",12619
"Suðurland","Alls","2009","Kynsegin/annað",0
"Suðurland","Alls","2010","Alls",25965
"Suðurland","Alls","2010","Karlar",13429
"Suðurland","Alls","2010","Konur",12536
"Suðurland","Alls","2010","Kynsegin/annað",0
"Suðurland","Alls","2011","Alls",25921
"Suðurland","Alls","2011","Karlar",13368
"Suðurland","Alls","2011","Konur",12553
"Suðurland","Alls","2011","Kynsegin/annað",0
"Suðurland","Alls","2012","Alls",25886
"Suðurland","Alls","2012","Karlar",13337
"Suðurland","Alls","2012","Konur",12549
"Suðurland","Alls","2012","Kynsegin/annað",0
"Suðurland","Alls","2013","Alls",25999
"Suðurland","Alls","2013","Karlar",13381
"Suðurland","Alls","2013","Konur",12618
"Suðurland","Alls","2013","Kynsegin/annað",0
"Suðurland","Alls","2014","Alls",26253
"Suðurland","Alls","2014","Karlar",13537
"Suðurland","Alls","2014","Konur",12716
"Suðurland","Alls","2014","Kynsegin/annað",0
"Suðurland","Alls","2015","Alls",26516
"Suðurland","Alls","2015","Karlar",13693
"Suðurland","Alls","2015","Konur",12823
"Suðurland","Alls","2015","Kynsegin/annað",0
"Suðurland","Alls","2016","Alls",26982
"Suðurland","Alls","2016","Karlar",13904
"Suðurland","Alls","2016","Konur",13078
"Suðurland","Alls","2016","Kynsegin/annað",0
"Suðurland","Alls","2017","Alls",27528
"Suðurland","Alls","2017","Karlar",14195
"Suðurland","Alls","2017","Konur",13333
"Suðurland","Alls","2017","Kynsegin/annað",0
"Suðurland","Alls","2018","Alls",28812
"Suðurland","Alls","2018","Karlar",14909
"Suðurland","Alls","2018","Konur",13903
"Suðurland","Alls","2018","Kynsegin/annað",0
"Suðurland","Alls","2019","Alls",29735
"Suðurland","Alls","2019","Karlar",15418
"Suðurland","Alls","2019","Konur",14317
"Suðurland","Alls","2019","Kynsegin/annað",0
"Suðurland","Alls","2020","Alls",30833
"Suðurland","Alls","2020","Karlar",15996
"Suðurland","Alls","2020","Konur",14837
"Suðurland","Alls","2020","Kynsegin/annað",0
"Suðurland","Alls","2021","Alls",31388
"Suðurland","Alls","2021","Karlar",16283
"Suðurland","Alls","2021","Konur",15105
"Suðurland","Alls","2021","Kynsegin/annað",0
"Suðurland","Alls","2022","Alls",32437
"Suðurland","Alls","2022","Karlar",16813
"Suðurland","Alls","2022","Konur",15621
"Suðurland","Alls","2022","Kynsegin/annað",3
"Suðurland","Alls","2023","Alls",33805
"Suðurland","Alls","2023","Karlar",17579
"Suðurland","Alls","2023","Konur",16217
"Suðurland","Alls","2023","Kynsegin/annað",9
